# s_m, x_opt_m, y_opt_m, d_opt_m, x_left_m, y_left_m, d_left_m, x_right_m, y_right_m, d_right_m, v_opt_mps, v_left_mps, v_right_mps, kappa_opt_radpm, kappa_left_radpm, kappa_right_radpm, psi_opt_rad, psi_left_rad, psi_right_rad, ax_opt_mps2, ax_left_mps2, ax_right_mps2
35.027818,-1.419448,1.489507,0.000000,-1.649042,1.323518,0.283044,-0.879937,1.962640,-0.710812,5.701307,5.596412,6.224659,-0.083375,-0.105520,-0.093859,-0.988354,-0.890593,-0.901627,-4.368418,-3.567215,-2.714923
35.127612,-1.364912,1.405924,0.000000,-1.588949,1.250434,0.272559,-0.813123,1.881381,-0.721491,5.624323,5.535773,6.178604,-0.093272,-0.118149,-0.102643,-0.997169,-0.901036,-0.912496,-4.126055,-3.229998,-2.386307
35.227406,-1.311158,1.321840,0.000000,-1.530008,1.177103,0.262327,-0.746861,1.798939,-0.731926,5.550630,5.480603,6.137618,-0.103165,-0.130713,-0.111078,-1.006971,-0.912581,-0.924482,-3.899465,-2.906604,-2.076787
35.327201,-1.258279,1.237217,0.000000,-1.472311,1.103491,0.252370,-0.681275,1.715260,-0.742095,5.480074,5.430775,6.101537,-0.113099,-0.143161,-0.119162,-1.017761,-0.925228,-0.937596,-3.686145,-2.594975,-1.783271
35.426995,-1.206345,1.151981,0.000000,-1.415937,1.029557,0.242708,-0.616480,1.630280,-0.751976,5.412531,5.386165,6.070223,-0.123090,-0.155434,-0.126893,-1.029548,-0.938984,-0.951839,-3.484556,-2.295617,-1.502780
35.526789,-1.155474,1.066134,0.000000,-1.360962,0.955257,0.233361,-0.552590,1.543928,-0.761548,5.347898,5.346627,6.043572,-0.133136,-0.167412,-0.134264,-1.042331,-0.953849,-0.967229,-3.290764,-2.007868,-1.233184
35.626584,-1.105744,0.979609,0.000000,-1.307472,0.880562,0.224351,-0.489726,1.456142,-0.770788,5.286135,5.312014,6.021500,-0.143307,-0.179025,-0.141266,-1.056123,-0.969834,-0.983773,-3.102723,-1.732050,-0.972750
35.726378,-1.057253,0.892379,0.000000,-1.255554,0.805452,0.215703,-0.428018,1.366864,-0.779670,5.227232,5.282158,6.003942,-0.153624,-0.190196,-0.147890,-1.070940,-0.986952,-1.001483,-2.921796,-1.467047,-0.719575
35.826172,-1.010122,0.804445,0.000000,-1.205290,0.729895,0.207441,-0.367592,1.276028,-0.788170,5.171150,5.256893,5.990852,-0.164008,-0.200857,-0.154125,-1.086785,-1.005208,-1.020382,-2.736722,-1.213154,-0.472125
35.925967,-0.964415,0.715708,0.000000,-1.110098,0.577418,0.192350,-0.251158,1.089494,-0.805166,5.118063,5.219391,5.977971,-0.174768,-0.220372,-0.165383,-1.103692,-1.045204,-1.061816,-2.556815,-0.741002,-0.080093
36.025761,-0.920276,0.626217,0.000000,-1.065341,0.500466,0.185277,-0.195431,0.993676,-0.812503,5.067964,5.206737,5.976485,-0.185569,-0.229103,-0.170373,-1.121670,-1.066966,-1.084363,-2.369196,-0.523491,-0.080080
36.125556,-0.877799,0.535916,0.000000,-1.022617,0.423068,0.178680,-0.141588,0.896131,-0.819355,5.021095,5.197841,5.974992,-0.196783,-0.237078,-0.174916,-1.140738,-1.089955,-1.108110,-2.159218,-0.318881,-0.080049
36.225350,-0.837100,0.444791,0.000000,-0.982008,0.345212,0.172585,-0.089780,0.796797,-0.825692,4.977996,5.192451,5.973491,-0.208518,-0.244253,-0.178977,-1.160962,-1.114180,-1.132858,-1.937066,-0.125915,-0.079991
36.325144,-0.798318,0.352867,0.000000,-0.943619,0.266930,0.167025,-0.040178,0.695642,-0.831483,4.939011,5.190337,5.971982,-0.220384,-0.250665,-0.182570,-1.182357,-1.139688,-1.158451,-1.672176,-0.059642,-0.080012
36.424939,-0.761559,0.260088,0.000000,-0.907564,0.188274,0.162031,0.007019,0.592674,-0.836692,4.905107,5.189342,5.970464,-0.233651,-0.256310,-0.185704,-1.205013,-1.166615,-1.184793,-1.404076,-0.059563,-0.079929
36.524733,-0.726977,0.166486,0.000000,-0.873920,0.109234,0.157633,0.051651,0.487807,-0.841289,4.876458,5.188356,5.968939,-0.246814,-0.261190,-0.188388,-1.228987,-1.194834,-1.211776,-1.109965,-0.059551,-0.079927
36.624527,-0.694708,0.072051,0.000000,-0.842817,0.029909,0.153869,0.093487,0.381101,-0.845235,4.853690,5.187378,5.967404,-0.260556,-0.265301,-0.190633,-1.254286,-1.224180,-1.239301,-0.768113,-0.059486,-0.079912
36.724322,-0.664903,-0.023196,0.000000,-0.814343,-0.049676,0.150776,0.132329,0.272522,-0.848492,4.837871,5.186409,5.965859,-0.275471,-0.268638,-0.192442,-1.281030,-1.254468,-1.267278,-0.388396,-0.059407,-0.079852
36.824116,-0.637735,-0.119206,0.000000,-0.788617,-0.129422,0.148393,0.167959,0.162062,-0.851020,4.829853,5.185449,5.964305,-0.290952,-0.271203,-0.193823,-1.309285,-1.285527,-1.295617,-0.052016,-0.059494,-0.079837
36.923910,-0.613362,-0.215979,0.000000,-0.745829,-0.289088,0.145714,0.228572,-0.064271,-0.854274,4.828778,5.183552,5.961171,-0.307180,-0.273983,-0.195303,-1.339132,-1.349235,-1.353012,-0.051993,-0.059596,-0.079533
37.023705,-0.591969,-0.313441,0.000000,-0.728909,-0.368996,0.145253,0.253037,-0.179836,-0.854698,4.827703,5.182613,5.959595,-0.323232,-0.274201,-0.195405,-1.370588,-1.381502,-1.381896,-0.051970,-0.059919,-0.078729
37.123499,-0.573724,-0.411532,0.000000,-0.715036,-0.449042,0.145591,0.273287,-0.296671,-0.854301,4.826629,5.181674,5.958028,-0.318901,-0.273637,-0.195083,-1.403124,-1.413793,-1.410780,-0.051970,-0.059897,-0.078536
37.223293,-0.558598,-0.510168,0.000000,-0.704019,-0.530260,0.146802,0.289139,-0.413487,-0.852997,4.825554,5.180726,5.956474,-0.295008,-0.272298,-0.194338,-1.433750,-1.445909,-1.439578,0.193753,-0.059875,-0.082954
